web-scraper-order,web-scraper-start-url,station-name-link,station-name-link-href,coordinates-link,coordinates-link-href,coordinates
"1625383241-427","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ashburton","https://en.wikipedia.org/wiki/Ashburton_railway_station,_Melbourne","37°51′43″S 145°04′53″E﻿ / ﻿37.8619°S 145.0813°E﻿ / -37.8619; 145.0813","https://geohack.toolforge.org/geohack.php?pagename=Ashburton_railway_station,_Melbourne&params=37.8619_S_145.0813_E_type:railwaystation_region:AU-VIC","-37.8619"
"1625382828-274","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hampton","https://en.wikipedia.org/wiki/Hampton_railway_station,_Melbourne","37°56′18″S 145°00′05″E﻿ / ﻿37.9382°S 145.0014°E﻿ / -37.9382; 145.0014","https://geohack.toolforge.org/geohack.php?pagename=Hampton_railway_station,_Melbourne&params=37.9382_S_145.0014_E_type:railwaystation_region:AU-VIC","145.0014"
"1625382449-130","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Parliament","https://en.wikipedia.org/wiki/Parliament_railway_station","37°48′41″S 144°58′23″E﻿ / ﻿37.81139°S 144.97306°E﻿ / -37.81139; 144.97306","https://geohack.toolforge.org/geohack.php?pagename=Parliament_railway_station&params=37_48_41_S_144_58_23_E_type:railwaystation_region:AU-VIC","144.973056"
"1625382131-9","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Williamstown Beach","https://en.wikipedia.org/wiki/Williamstown_Beach_railway_station","37°51′51″S 144°53′40″E﻿ / ﻿37.8641°S 144.8944°E﻿ / -37.8641; 144.8944","https://geohack.toolforge.org/geohack.php?pagename=Williamstown_Beach_railway_station&params=37.8641_S_144.8944_E_type:railwaystation_region:AU-VIC","-37.8641"
"1625382781-255","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Heyington","https://en.wikipedia.org/wiki/Heyington_railway_station","37°50′05″S 145°01′22″E﻿ / ﻿37.83472°S 145.02266°E﻿ / -37.83472; 145.02266","https://geohack.toolforge.org/geohack.php?pagename=Heyington_railway_station&params=37.83472_S_145.02266_E_type:railwaystation_region:AU-VIC","-37.83472"
"1625382522-157","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Newport","https://en.wikipedia.org/wiki/Newport_railway_station,_Melbourne","37°50′33″S 144°53′00″E﻿ / ﻿37.8424°S 144.8833°E﻿ / -37.8424; 144.8833","https://geohack.toolforge.org/geohack.php?pagename=Newport_railway_station,_Melbourne&params=37.8424_S_144.8833_E_type:railwaystation_region:AU-VIC","-37.8424"
"1625382538-164","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Murrumbeena","https://en.wikipedia.org/wiki/Murrumbeena_railway_station","37°53′25″S 145°04′02″E﻿ / ﻿37.8903°S 145.0673°E﻿ / -37.8903; 145.0673","https://geohack.toolforge.org/geohack.php?pagename=Murrumbeena_railway_station&params=37.8903_S_145.0673_E_type:railwaystation_region:AU-VIC","145.0673"
"1625382755-246","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Huntingdale","https://en.wikipedia.org/wiki/Huntingdale_railway_station","37°54′40″S 145°06′09″E﻿ / ﻿37.9110°S 145.1024°E﻿ / -37.9110; 145.1024","https://geohack.toolforge.org/geohack.php?pagename=Huntingdale_railway_station&params=37.911_S_145.1024_E_type:railwaystation_region:AU-VIC","145.1024"
"1625383058-360","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Collingwood","https://en.wikipedia.org/wiki/Collingwood_railway_station","37°48′16″S 144°59′37″E﻿ / ﻿37.8044°S 144.9936°E﻿ / -37.8044; 144.9936","https://geohack.toolforge.org/geohack.php?pagename=Collingwood_railway_station&params=37.8044_S_144.9936_E_type:railwaystation_region:AU-VIC","144.9936"
"1625382665-212","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Lynbrook","https://en.wikipedia.org/wiki/Lynbrook_railway_station","38°3′28″S 145°14′58″E﻿ / ﻿38.05778°S 145.24944°E﻿ / -38.05778; 145.24944","https://geohack.toolforge.org/geohack.php?pagename=Lynbrook_railway_station&params=38_3_28_S_145_14_58_E_region:AU-VIC_type:railwaystation","145.249444"
"1625382289-70","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Springvale","https://en.wikipedia.org/wiki/Springvale_railway_station","37°56′58″S 145°09′11″E﻿ / ﻿37.9494°S 145.1531°E﻿ / -37.9494; 145.1531","https://geohack.toolforge.org/geohack.php?pagename=Springvale_railway_station&params=37.9494_S_145.1531_E_type:railwaystation_region:AU-VIC","145.1531"
"1625382391-107","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Riversdale","https://en.wikipedia.org/wiki/Riversdale_railway_station","37°49′53″S 145°04′11″E﻿ / ﻿37.8315°S 145.0697°E﻿ / -37.8315; 145.0697","https://geohack.toolforge.org/geohack.php?pagename=Riversdale_railway_station&params=37.8315_S_145.0697_E_type:railwaystation_region:AU-VIC","-37.8315"
"1625383230-424","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Auburn","https://en.wikipedia.org/wiki/Auburn_railway_station,_Melbourne","37°49′21″S 145°02′46″E﻿ / ﻿37.8225°S 145.0460°E﻿ / -37.8225; 145.0460","https://geohack.toolforge.org/geohack.php?pagename=Auburn_railway_station,_Melbourne&params=37.8225_S_145.046_E_type:railwaystation_region:AU-VIC","145.046"
"1625382438-126","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Patterson","https://en.wikipedia.org/wiki/Patterson_railway_station","37°55′29″S 145°02′07″E﻿ / ﻿37.9248°S 145.0354°E﻿ / -37.9248; 145.0354","https://geohack.toolforge.org/geohack.php?pagename=Patterson_railway_station&params=37.9248_S_145.0354_E_type:railwaystation_region:AU-VIC","145.0354"
"1625382273-63","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Strathmore","https://en.wikipedia.org/wiki/Strathmore_railway_station","37°44′37″S 144°55′39″E﻿ / ﻿37.7436°S 144.9274°E﻿ / -37.7436; 144.9274","https://geohack.toolforge.org/geohack.php?pagename=Strathmore_railway_station&params=37.7436_S_144.9274_E_type:railwaystation_region:AU-VIC","-37.7436"
"1625382131-10","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Williamstown Beach","https://en.wikipedia.org/wiki/Williamstown_Beach_railway_station","37°51′51″S 144°53′40″E﻿ / ﻿37.8641°S 144.8944°E﻿ / -37.8641; 144.8944","https://geohack.toolforge.org/geohack.php?pagename=Williamstown_Beach_railway_station&params=37.8641_S_144.8944_E_type:railwaystation_region:AU-VIC","144.8944"
"1625382200-35","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Upwey","https://en.wikipedia.org/wiki/Upwey_railway_station,_Melbourne","37°54′13″S 145°19′53″E﻿ / ﻿37.90364°S 145.33125°E﻿ / -37.90364; 145.33125","https://geohack.toolforge.org/geohack.php?pagename=Upwey_railway_station,_Melbourne&params=37.90364_S_145.33125_E_type:railwaystation_region:AU-VIC","-37.90364"
"1625382904-302","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Footscray","https://en.wikipedia.org/wiki/Footscray_railway_station","37°48′06″S 144°54′09″E﻿ / ﻿37.8016°S 144.9024°E﻿ / -37.8016; 144.9024","https://geohack.toolforge.org/geohack.php?pagename=Footscray_railway_station&params=37.8016_S_144.9024_E_type:railwaystation_region:AU-VIC","144.9024"
"1625382973-327","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","East Richmond","https://en.wikipedia.org/wiki/East_Richmond_railway_station,_Melbourne","37°49′35″S 144°59′47″E﻿ / ﻿37.82636°S 144.99636°E﻿ / -37.82636; 144.99636","https://geohack.toolforge.org/geohack.php?pagename=East_Richmond_railway_station,_Melbourne&params=37.82636_S_144.99636_E_type:railwaystation_region:AU-VIC","-37.82636"
"1625382812-268","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hawksburn","https://en.wikipedia.org/wiki/Hawksburn_railway_station","37°50′41″S 145°00′08″E﻿ / ﻿37.8448°S 145.0023°E﻿ / -37.8448; 145.0023","https://geohack.toolforge.org/geohack.php?pagename=Hawksburn_railway_station&params=37.8448_S_145.0023_E_type:railwaystation_region:AU-VIC","145.0023"
"1625382598-186","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Middle Gorge","https://en.wikipedia.org/wiki/Middle_Gorge_railway_station","37°38′39″S 145°05′31″E﻿ / ﻿37.6443°S 145.0919°E﻿ / -37.6443; 145.0919","https://geohack.toolforge.org/geohack.php?pagename=Middle_Gorge_railway_station&params=37.6443_S_145.0919_E_type:railwaystation_region:AU-VIC","145.0919"
"1625382856-283","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Glenhuntly","https://en.wikipedia.org/wiki/Glenhuntly_railway_station","37°53′24″S 145°02′32″E﻿ / ﻿37.8899°S 145.0421°E﻿ / -37.8899; 145.0421","https://geohack.toolforge.org/geohack.php?pagename=Glenhuntly_railway_station&params=37.8899_S_145.0421_E_type:railwaystation_region:AU-VIC","-37.8899"
"1625382173-26","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Werribee","https://en.wikipedia.org/wiki/Werribee_railway_station","37°53′58″S 144°39′40″E﻿ / ﻿37.8994°S 144.6611°E﻿ / -37.8994; 144.6611","https://geohack.toolforge.org/geohack.php?pagename=Werribee_railway_station&params=37.8994_S_144.6611_E_type:railwaystation_region:AU-VIC","144.6611"
"1625382338-87","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Seddon","https://en.wikipedia.org/wiki/Seddon_railway_station","37°48′32″S 144°53′44″E﻿ / ﻿37.8090°S 144.8956°E﻿ / -37.8090; 144.8956","https://geohack.toolforge.org/geohack.php?pagename=Seddon_railway_station&params=37.809_S_144.8956_E_type:railwaystation_region:AU-VIC","-37.809"
"1625382920-307","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Flemington Bridge","https://en.wikipedia.org/wiki/Flemington_Bridge_railway_station","37°47′18″S 144°56′22″E﻿ / ﻿37.7882°S 144.9394°E﻿ / -37.7882; 144.9394","https://geohack.toolforge.org/geohack.php?pagename=Flemington_Bridge_railway_station&params=37.7882_S_144.9394_E_type:railwaystation_region:AU-VIC","-37.7882"
"1625382655-208","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Macleod","https://en.wikipedia.org/wiki/Macleod_railway_station","37°43′34″S 145°04′09″E﻿ / ﻿37.7260°S 145.0693°E﻿ / -37.7260; 145.0693","https://geohack.toolforge.org/geohack.php?pagename=Macleod_railway_station&params=37.726_S_145.0693_E_type:railwaystation_region:AU-VIC","145.0693"
"1625382570-176","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Moorabbin","https://en.wikipedia.org/wiki/Moorabbin_railway_station","37°56′03″S 145°02′12″E﻿ / ﻿37.9343°S 145.0367°E﻿ / -37.9343; 145.0367","https://geohack.toolforge.org/geohack.php?pagename=Moorabbin_railway_station&params=37.9343_S_145.0367_E_type:railwaystation_region:AU-VIC","145.0367"
"1625382728-236","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Jolimont","https://en.wikipedia.org/wiki/Jolimont_railway_station","37°48′59″S 144°58′58″E﻿ / ﻿37.81638°S 144.98290°E﻿ / -37.81638; 144.98290","https://geohack.toolforge.org/geohack.php?pagename=Jolimont_railway_station&params=37.81638_S_144.98290_E_type:railwaystation_region:AU-VIC","144.9829"
"1625382407-114","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ringwood","https://en.wikipedia.org/wiki/Ringwood_railway_station,_Melbourne","37°48′57″S 145°13′44″E﻿ / ﻿37.81595°S 145.22887°E﻿ / -37.81595; 145.22887","https://geohack.toolforge.org/geohack.php?pagename=Ringwood_railway_station,_Melbourne&params=37.81595_S_145.22887_E_type:railwaystation_region:AU-VIC","145.22887"
"1625382707-227","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Kensington","https://en.wikipedia.org/wiki/Kensington_railway_station,_Melbourne","37°47′38″S 144°55′51″E﻿ / ﻿37.7939°S 144.9307°E﻿ / -37.7939; 144.9307","https://geohack.toolforge.org/geohack.php?pagename=Kensington_railway_station,_Melbourne&params=37.7939_S_144.9307_E_type:railwaystation_region:AU-VIC","-37.7939"
"1625383042-354","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Cranbourne","https://en.wikipedia.org/wiki/Cranbourne_railway_station","38°06′00″S 145°16′52″E﻿ / ﻿38.1000°S 145.2811°E﻿ / -38.1000; 145.2811","https://geohack.toolforge.org/geohack.php?pagename=Cranbourne_railway_station&params=38.1_S_145.2811_E_type:railwaystation_region:AU-VIC","145.2811"
"1625382273-64","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Strathmore","https://en.wikipedia.org/wiki/Strathmore_railway_station","37°44′37″S 144°55′39″E﻿ / ﻿37.7436°S 144.9274°E﻿ / -37.7436; 144.9274","https://geohack.toolforge.org/geohack.php?pagename=Strathmore_railway_station&params=37.7436_S_144.9274_E_type:railwaystation_region:AU-VIC","144.9274"
"1625382925-309","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Flagstaff","https://en.wikipedia.org/wiki/Flagstaff_railway_station","37°48′43″S 144°57′22″E﻿ / ﻿37.81194°S 144.95611°E﻿ / -37.81194; 144.95611","https://geohack.toolforge.org/geohack.php?pagename=Flagstaff_railway_station&params=37_48_43_S_144_57_22_E_type:railwaystation_region:AU-VIC","-37.811944"
"1625382670-213","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Lilydale","https://en.wikipedia.org/wiki/Lilydale_railway_station","37°45′20″S 145°20′51″E﻿ / ﻿37.75557°S 145.34756°E﻿ / -37.75557; 145.34756","https://geohack.toolforge.org/geohack.php?pagename=Lilydale_railway_station&params=37.75557_S_145.34756_E_type:railwaystation_region:AU-VIC_source:enwiki-googlemaplink","-37.75557"
"1625382554-169","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Moreland","https://en.wikipedia.org/wiki/Moreland_railway_station","37°45′16″S 144°57′43″E﻿ / ﻿37.7545°S 144.9619°E﻿ / -37.7545; 144.9619","https://geohack.toolforge.org/geohack.php?pagename=Moreland_railway_station&params=37.7545_S_144.9619_E_type:railwaystation_region:AU-VIC","-37.7545"
"1625382856-284","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Glenhuntly","https://en.wikipedia.org/wiki/Glenhuntly_railway_station","37°53′24″S 145°02′32″E﻿ / ﻿37.8899°S 145.0421°E﻿ / -37.8899; 145.0421","https://geohack.toolforge.org/geohack.php?pagename=Glenhuntly_railway_station&params=37.8899_S_145.0421_E_type:railwaystation_region:AU-VIC","145.0421"
"1625383277-441","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Alamein","https://en.wikipedia.org/wiki/Alamein_railway_station","37°52′06″S 145°04′47″E﻿ / ﻿37.8683°S 145.0797°E﻿ / -37.8683; 145.0797","https://geohack.toolforge.org/geohack.php?pagename=Alamein_railway_station&params=37.8683_S_145.0797_E_region:AU-VIC_type:railwaystation","-37.8683"
"1625383063-361","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Coburg","https://en.wikipedia.org/wiki/Coburg_railway_station","37°44′32″S 144°57′48″E﻿ / ﻿37.7423°S 144.9634°E﻿ / -37.7423; 144.9634","https://geohack.toolforge.org/geohack.php?pagename=Coburg_railway_station&params=37.7423_S_144.9634_E_type:railwaystation_region:AU-VIC","-37.7423"
"1625382968-325","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Edithvale","https://en.wikipedia.org/wiki/Edithvale_railway_station","38°02′17″S 145°06′31″E﻿ / ﻿38.0380°S 145.1085°E﻿ / -38.0380; 145.1085","https://geohack.toolforge.org/geohack.php?pagename=Edithvale_railway_station&params=38.0380_S_145.1085_E_type:railwaystation_region:AU-VIC","-38.038"
"1625383021-345","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Dandenong","https://en.wikipedia.org/wiki/Dandenong_railway_station","37°59′24″S 145°12′35″E﻿ / ﻿37.9900°S 145.2098°E﻿ / -37.9900; 145.2098","https://geohack.toolforge.org/geohack.php?pagename=Dandenong_railway_station&params=37.99_S_145.2098_E_type:railwaystation_region:AU-VIC","-37.99"
"1625382517-155","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Noble Park","https://en.wikipedia.org/wiki/Noble_Park_railway_station","37°58′03″S 145°10′38″E﻿ / ﻿37.9676°S 145.1773°E﻿ / -37.9676; 145.1773","https://geohack.toolforge.org/geohack.php?pagename=Noble_Park_railway_station&params=37.9676_S_145.1773_E_type:railwaystation_region:AU-VIC","-37.9676"
"1625382359-95","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Sandown Park","https://en.wikipedia.org/wiki/Sandown_Park_railway_station,_Melbourne","37°57′24″S 145°09′48″E﻿ / ﻿37.9568°S 145.1632°E﻿ / -37.9568; 145.1632","https://geohack.toolforge.org/geohack.php?pagename=Sandown_Park_railway_station,_Melbourne&params=37.9568_S_145.1632_E_type:railwaystation_region:AU-VIC","-37.9568"
"1625382247-54","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Tecoma","https://en.wikipedia.org/wiki/Tecoma_railway_station","37°54′29″S 145°20′35″E﻿ / ﻿37.90808°S 145.34301°E﻿ / -37.90808; 145.34301","https://geohack.toolforge.org/geohack.php?pagename=Tecoma_railway_station&params=37.90808_S_145.34301_E_type:railwaystation_region:AU-VIC","145.34301"
"1625383135-387","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Burnley","https://en.wikipedia.org/wiki/Burnley_railway_station","37°49′39″S 145°00′24″E﻿ / ﻿37.82743°S 145.00657°E﻿ / -37.82743; 145.00657","https://geohack.toolforge.org/geohack.php?pagename=Burnley_railway_station&params=37.82743_S_145.00657_E_type:railwaystation_region:AU-VIC","-37.82743"
"1625382263-59","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Sunshine","https://en.wikipedia.org/wiki/Sunshine_railway_station,_Melbourne","37°47′17″S 144°49′57″E﻿ / ﻿37.7881°S 144.8325°E﻿ / -37.7881; 144.8325","https://geohack.toolforge.org/geohack.php?pagename=Sunshine_railway_station,_Melbourne&params=37.7881_S_144.8325_E_type:railwaystation_region:AU-VIC","-37.7881"
"1625383146-391","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Broadmeadows","https://en.wikipedia.org/wiki/Broadmeadows_railway_station,_Melbourne","37°40′58″S 144°55′11″E﻿ / ﻿37.6829°S 144.9197°E﻿ / -37.6829; 144.9197","https://geohack.toolforge.org/geohack.php?pagename=Broadmeadows_railway_station,_Melbourne&params=37.6829_S_144.9197_E_type:railwaystation_region:AU-VIC","-37.6829"
"1625382739-239","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Jacana","https://en.wikipedia.org/wiki/Jacana_railway_station","37°41′42″S 144°54′57″E﻿ / ﻿37.6951°S 144.9158°E﻿ / -37.6951; 144.9158","https://geohack.toolforge.org/geohack.php?pagename=Jacana_railway_station&params=37.6951_S_144.9158_E_type:railwaystation_region:AU-VIC","-37.6951"
"1625382670-214","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Lilydale","https://en.wikipedia.org/wiki/Lilydale_railway_station","37°45′20″S 145°20′51″E﻿ / ﻿37.75557°S 145.34756°E﻿ / -37.75557; 145.34756","https://geohack.toolforge.org/geohack.php?pagename=Lilydale_railway_station&params=37.75557_S_145.34756_E_type:railwaystation_region:AU-VIC_source:enwiki-googlemaplink","145.34756"
"1625382587-181","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mont Albert","https://en.wikipedia.org/wiki/Mont_Albert_railway_station","37°49′10″S 145°06′20″E﻿ / ﻿37.81955°S 145.10556°E﻿ / -37.81955; 145.10556","https://geohack.toolforge.org/geohack.php?pagename=Mont_Albert_railway_station&params=37.81955_S_145.10556_E_region:AU_type:railwaystation","-37.81955"
"1625382469-137","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Officer","https://en.wikipedia.org/wiki/Officer_railway_station","38°03′58″S 145°24′40″E﻿ / ﻿38.0662°S 145.4110°E﻿ / -38.0662; 145.4110","https://geohack.toolforge.org/geohack.php?pagename=Officer_railway_station&params=38.0662_S_145.411_E_type:railwaystation_region:AU-VIC","-38.0662"
"1625382675-216","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Leawarra","https://en.wikipedia.org/wiki/Leawarra_railway_station","38°09′07″S 145°08′22″E﻿ / ﻿38.1520°S 145.1394°E﻿ / -38.1520; 145.1394","https://geohack.toolforge.org/geohack.php?pagename=Leawarra_railway_station&params=38.152_S_145.1394_E_type:railwaystation_region:AU-VIC","145.1394"
"1625382833-276","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hallam","https://en.wikipedia.org/wiki/Hallam_railway_station","38°01′04″S 145°16′13″E﻿ / ﻿38.0179°S 145.2702°E﻿ / -38.0179; 145.2702","https://geohack.toolforge.org/geohack.php?pagename=Hallam_railway_station&params=38.0179_S_145.2702_E_type:railwaystation_region:AU-VIC","145.2702"
"1625382802-263","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hawthorn","https://en.wikipedia.org/wiki/Hawthorn_railway_station,_Melbourne","37°49′19″S 145°01′22″E﻿ / ﻿37.8219°S 145.0229°E﻿ / -37.8219; 145.0229","https://geohack.toolforge.org/geohack.php?pagename=Hawthorn_railway_station,_Melbourne&params=37.8219_S_145.0229_E_type:railwaystation_region:AU-VIC","-37.8219"
"1625382989-333","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Eaglemont","https://en.wikipedia.org/wiki/Eaglemont_railway_station","37°45′50″S 145°03′14″E﻿ / ﻿37.7638°S 145.0538°E﻿ / -37.7638; 145.0538","https://geohack.toolforge.org/geohack.php?pagename=Eaglemont_railway_station&params=37.7638_S_145.0538_E_type:railwaystation_region:AU-VIC","-37.7638"
"1625383241-428","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ashburton","https://en.wikipedia.org/wiki/Ashburton_railway_station,_Melbourne","37°51′43″S 145°04′53″E﻿ / ﻿37.8619°S 145.0813°E﻿ / -37.8619; 145.0813","https://geohack.toolforge.org/geohack.php?pagename=Ashburton_railway_station,_Melbourne&params=37.8619_S_145.0813_E_type:railwaystation_region:AU-VIC","145.0813"
"1625382680-218","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Laverton","https://en.wikipedia.org/wiki/Laverton_railway_station,_Melbourne","37°51′50″S 144°46′20″E﻿ / ﻿37.8638°S 144.7722°E﻿ / -37.8638; 144.7722","https://geohack.toolforge.org/geohack.php?pagename=Laverton_railway_station,_Melbourne&params=37.8638_S_144.7722_E_type:railwaystation_region:AU-VIC","144.7722"
"1625383162-397","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Boronia","https://en.wikipedia.org/wiki/Boronia_railway_station","37°51′38″S 145°17′04″E﻿ / ﻿37.86044°S 145.28434°E﻿ / -37.86044; 145.28434","https://geohack.toolforge.org/geohack.php?pagename=Boronia_railway_station&params=37.86044_S_145.28434_E_type:railwaystation_region:AU-VIC","-37.86044"
"1625382115-4","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Yarraman","https://en.wikipedia.org/wiki/Yarraman_railway_station","37°58′41″S 145°11′29″E﻿ / ﻿37.9780°S 145.1915°E﻿ / -37.9780; 145.1915","https://geohack.toolforge.org/geohack.php?pagename=Yarraman_railway_station&params=37.978_S_145.1915_E_type:railwaystation_region:AU-VIC","145.1915"
"1625382226-45","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Tooronga","https://en.wikipedia.org/wiki/Tooronga_railway_station","37°50′58″S 145°02′30″E﻿ / ﻿37.84939°S 145.04170°E﻿ / -37.84939; 145.04170","https://geohack.toolforge.org/geohack.php?pagename=Tooronga_railway_station&params=37.84939_S_145.04170_E_type:railwaystation_region:AU-VIC","-37.84939"
"1625382168-23","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","West Footscray","https://en.wikipedia.org/wiki/West_Footscray_railway_station","37°48′06″S 144°53′07″E﻿ / ﻿37.8018°S 144.8853°E﻿ / -37.8018; 144.8853","https://geohack.toolforge.org/geohack.php?pagename=West_Footscray_railway_station&params=37.8018_S_144.8853_E_type:railwaystation_region:AU-VIC","-37.8018"
"1625382142-13","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Williams Landing","https://en.wikipedia.org/wiki/Williams_Landing_railway_station","37°52′13″S 144°44′49″E﻿ / ﻿37.87028°S 144.74694°E﻿ / -37.87028; 144.74694","https://geohack.toolforge.org/geohack.php?pagename=Williams_Landing_railway_station&params=37_52_13_S_144_44_49_E_region:AU-VIC_type:railwaystation","-37.870278"
"1625382910-303","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Flinders Street","https://en.wikipedia.org/wiki/Flinders_Street_railway_station","37°49′05″S 144°58′01″E﻿ / ﻿37.818078°S 144.96681°E﻿ / -37.818078; 144.96681","https://geohack.toolforge.org/geohack.php?pagename=Flinders_Street_railway_station&params=37.818078_S_144.96681_E_type:railwaystation_region:AU-VIC","-37.818078"
"1625382786-257","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Heidelberg","https://en.wikipedia.org/wiki/Heidelberg_railway_station","37°45′26″S 145°03′39″E﻿ / ﻿37.7571°S 145.0607°E﻿ / -37.7571; 145.0607","https://geohack.toolforge.org/geohack.php?pagename=Heidelberg_railway_station&params=37.7571_S_145.0607_E_type:railwaystation_region:AU-VIC","-37.7571"
"1625382941-315","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Fairfield","https://en.wikipedia.org/wiki/Fairfield_railway_station,_Melbourne","37°46′45″S 145°01′01″E﻿ / ﻿37.7792°S 145.0169°E﻿ / -37.7792; 145.0169","https://geohack.toolforge.org/geohack.php?pagename=Fairfield_railway_station,_Melbourne&params=37.7792_S_145.0169_E_type:railwaystation_region:AU-VIC","-37.7792"
"1625382619-194","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mernda","https://en.wikipedia.org/wiki/Mernda_railway_station","37°35′58″S 145°6′5″E﻿ / ﻿37.59944°S 145.10139°E﻿ / -37.59944; 145.10139","https://geohack.toolforge.org/geohack.php?pagename=Mernda_railway_station&params=37_35_58_S_145_6_5_E_type:railwaystation_region:AU-VIC","145.101389"
"1625382776-254","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Highett","https://en.wikipedia.org/wiki/Highett_railway_station","37°56′55″S 145°02′30″E﻿ / ﻿37.9485°S 145.0418°E﻿ / -37.9485; 145.0418","https://geohack.toolforge.org/geohack.php?pagename=Highett_railway_station&params=37.9485_S_145.0418_E_type:railwaystation_region:AU-VIC","145.0418"
"1625382475-139","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Oakleigh","https://en.wikipedia.org/wiki/Oakleigh_railway_station","37°54′02″S 145°05′18″E﻿ / ﻿37.9005°S 145.0883°E﻿ / -37.9005; 145.0883","https://geohack.toolforge.org/geohack.php?pagename=Oakleigh_railway_station&params=37.9005_S_145.0883_E_type:railwaystation_region:AU-VIC","-37.9005"
